Company Name,State,Rating,Date,Time,Url
Cheska's,NY 10012,2.8,4/22/19,6:00,https://onebite.app/restaurant/cheskas-new-york-ny-534508fe/review/b69bd4d1-9174-4625-96c2-4db415af6b8b
Little Caesars Pizza,WV 24740,4.6,4/19/19,6:00,https://onebite.app/restaurant/little-caesars-pizza-princeton-wv-665b736d/review/1a11e1a6-61a0-468b-869c-f256d0e1b3f3
Beebe's,NY 11101,6.7,4/18/19,6:00,https://onebite.app/restaurant/beebes-long-island-city-ny-913ad02f/review/94b48d35-a23e-4e4e-9d49-097324b1626e
Slice,NY 11101,8.1,4/17/19,6:00,https://onebite.app/restaurant/slice-long-island-city-ny-b1ad1a95/review/70c00c00-6dcf-43fb-acfb-c0588160ccd7
Stromboli Pizza,NY 10003,3.2,4/16/19,6:00,https://onebite.app/restaurant/stromboli-pizza-new-york-ny-17037ebb/review/e3e5050b-da30-435f-9bbb-dd4b254b09bc
Biga Contemporary Pizza,NY 10002,6.9,4/15/19,6:00,https://onebite.app/restaurant/biga-contemporary-pizza-new-york-ny-a1f59cf7/review/76f1f517-3a1a-4d34-9ef6-25dde44157be
Hello Pizza,MN 55424,6.2,4/12/19,6:00,https://onebite.app/restaurant/hello-pizza-edina-mn-2ffc8c69/review/362f8044-77cd-41ec-b31f-2c2e8129c2d4
Artistic Pizza,NY 10012,6.8,4/11/19,6:00,https://onebite.app/restaurant/artistic-pizza-new-york-ny-475ccec3/review/801b4a54-231d-492b-859c-2c8ca8b9b932
Broders Cucina Italiana,MN 55410,6.6,4/10/19,6:00,https://onebite.app/restaurant/broders-cucina-italiana-minneapolis-mn-45b15856/review/9dd29819-2f42-47e2-b0ac-231417d4871f
Red Wagon Pizza Co,MN 55419,7.5,4/9/19,6:00,https://onebite.app/restaurant/red-wagon-pizza-co-minneapolis-mn-1cbe27d9/review/acdc2eec-5e94-4eef-9e92-3617ceba3bce
Surly Brewing,MN 55414,8.3,4/8/19,6:00,https://onebite.app/restaurant/surly-brewing-minneapolis-mn-7d4d18c8/review/ce94390b-b19f-494e-a633-07b6cdd84425
Pizzeria Lola,MN 55410,6.9,4/5/19,6:00,https://onebite.app/restaurant/pizzeria-lola-minneapolis-mn-b9bbe812/review/d54b6482-e0a3-4e0f-90ab-fd96b8d98303
Zuppardi's Apizza,CT 06516,8.2,4/4/19,6:00,https://onebite.app/restaurant/zuppardis-apizza-west-haven-ct-6f83566b/review/3fe3eb9a-cdcf-4a5f-98e4-bab3d44828e4
W4 Pizza,NY 10014,4.8,4/3/19,6:00,https://onebite.app/restaurant/w4-pizza-new-york-ny-2a92ec6d/review/27276ea5-43e3-4eef-bda3-ce73d457de75
Big Al's Chicago Style Pizza,NY 10006,6.1,4/2/19,6:00,https://onebite.app/restaurant/big-als-chicago-style-pizza-new-york-ny-e88441a4/review/d5864d29-155d-44ce-a781-e1820a026155
Village Square Pizza,NY 10009,7.6,4/1/19,6:00,https://onebite.app/restaurant/village-square-pizza-new-york-ny-9a83edd1/review/a220b2e1-a863-4af8-8481-44bd86b552b8
Side Piece Pizza,NV 89103,7.4,3/29/19,6:00,https://onebite.app/restaurant/side-piece-pizza-las-vegas-nv-ae5269e1/review/e7373d20-5af4-41e9-8f01-c00072eb04f6
Cugino's Italian Deli & Pizza,NV 89119,7.7,3/28/19,7:30,https://onebite.app/restaurant/cuginos-italian-deli-and-pizza-las-vegas-nv-00a25ded/review/25680d4f-a27a-4ce6-833b-41419622aefe
Upper Crust Pizzeria,CA 90212,5.4,3/27/19,6:00,https://onebite.app/restaurant/upper-crust-pizzeria-beverly-hills-ca-ce6a3b97/review/1b7416e6-9ca3-4288-b54d-a8de23013cfb
Stella Barra Pizzeria & Wine Bar,CA 90405,5.9,3/26/19,6:00,https://onebite.app/restaurant/stella-barra-pizzeria-and-wine-bar-santa-monica-ca-8e4933ab/review/e93a6f8c-47e2-4959-a093-92cc2b025190
Mulberry Street Pizzeria,CA 90212,7.5,3/25/19,6:00,https://onebite.app/restaurant/mulberry-street-pizzeria-beverly-hills-ca-84d9712b/review/647585ce-15a2-40b0-9e0f-0c37ace51a25
Meadowlands Racing and Entertainment,NJ 07073,4.2,3/22/19,6:00,https://onebite.app/restaurant/meadowlands-racing-and-entertainment-east-rutherford-nj-08f5f36d/review/1b4be99e-6066-402c-a6b6-b8af4ac6f16b
Fort Lee Pizzeria,NJ 07024,8.0,3/21/19,6:00,https://onebite.app/restaurant/fort-lee-pizzeria-fort-lee-nj-9cc5ef5f/review/91ac36ab-da89-4f60-aa72-5694035e7856
Saverio's Authentic Pizza Napoletana,NY 11758,6.8,3/20/19,6:00,https://onebite.app/restaurant/saverios-authentic-pizza-napoletana-massapequa-ny-43c1af3d/review/4123d9b5-09f6-47fc-99b9-6439644a17ab
Mario's Pizzeria Massapequa,NY 11758,6.6,3/19/19,6:00,https://onebite.app/restaurant/marios-pizzeria-massapequa-massapequa-ny-c157e8c6/review/62411033-4913-4d6a-a937-cd5221bb44d4
Pizza Sam,NY 11372,8.4,3/18/19,6:00,https://onebite.app/restaurant/pizza-sam-jackson-heights-ny-b51ce710/review/04f3c7d5-1e83-4a6b-b631-5b500a45d950
Rosa's Pizza,NY 11379,6.7,3/15/19,6:00,https://onebite.app/restaurant/rosas-pizza-middle-village-ny-b942a6a3/review/2516f9b0-b870-43a4-a6fe-48206ae10acf
La Nonna Krispy Krust Pizza,NY 11211,7.4,3/14/19,6:00,https://onebite.app/restaurant/la-nonna-krispy-krust-pizza-brooklyn-ny-01e5d8cf/review/690ca714-e3b0-4957-9626-68d47c2c1ddf
Paulie Gee's,NY 11222,7.3,3/13/19,7:03,https://onebite.app/restaurant/paulie-gees-brooklyn-ny-66765645/review/3d7f042a-870a-4907-9e1d-ee7bc0a6b2e4
Paulie Gee's Slice Shop,NY 11222,7.4,3/13/19,7:00,https://onebite.app/restaurant/paulie-gees-slice-shop-brooklyn-ny-96ccfeb4/review/e9f733fd-b3a5-4be7-9fb8-75d4e4dca10d
Tony's Pizza,NY 11211,7.9,3/12/19,6:00,https://onebite.app/restaurant/tonys-pizza-brooklyn-ny-b4332df2/review/b09ec367-0062-4d72-915c-77394b37f759
Carmine's Pizzeria,NY 11211,7.8,3/11/19,6:00,https://onebite.app/restaurant/carmines-pizzeria-brooklyn-ny-74304e1e/review/c1b19aaa-86fd-477d-a8bb-6fee987125d0
Totonno's,NY 11224,8.1,3/8/19,6:00,https://onebite.app/restaurant/totonnos-brooklyn-ny-2ee559f5/review/0f5d6803-2c98-4127-91e4-3bb37f251fc0
Krispy Pizza,NJ 07302,6.2,3/7/19,6:00,https://onebite.app/restaurant/krispy-pizza-jersey-city-nj-adad2921/review/4125aca3-6fbb-4927-9362-a9ca411d7e2e
Good Pie,NV 89101,7.2,3/5/19,7:00,https://onebite.app/restaurant/good-pie-las-vegas-nv-a3147a4b/review/f06e9160-2bf2-4832-8641-48584468e3ff
King Umberto's of Elmont,NY 11003,8.1,3/1/19,6:00,https://onebite.app/restaurant/king-umbertos-of-elmont-elmont-ny-c4f73e5e/review/e660cb4e-049d-4529-a4b0-2e021a9156b4
Vezzo,NY 10016,7.7,2/28/19,6:00,https://onebite.app/restaurant/vezzo-new-york-ny-453a2794/review/8c17c910-7c68-4c9c-8e64-d0b596386996
Starbucks Reserve Roastery New York,NY 10011,6.8,2/27/19,6:00,https://onebite.app/restaurant/starbucks-reserve-roastery-new-york-new-york-ny-8ccdf4e6/review/63b25b35-b555-4d0a-b634-c062f4fbbf00
Deninos Pizzeria & Tavern - Staten Island,NY 10302,8.1,2/26/19,6:00,https://onebite.app/restaurant/deninos-pizzeria-and-tavern-staten-island-staten-island-ny-96edbdd0/review/005181f4-a511-4818-8c5d-bdc1558c52cc
Brother's Pizzeria,NY 10302,7.9,2/25/19,6:00,https://onebite.app/restaurant/brothers-pizzeria-staten-island-ny-f1c25640/review/664df059-c0cb-471b-9ed3-4f232a7bfc91
Pizza Town USA,NJ 07407,7.5,2/22/19,6:00,https://onebite.app/restaurant/pizza-town-usa-elmwood-park-nj-542bc56a/review/26e5b0cf-faba-4417-ba37-18e7d653867b
Canal Pizza,NY 10002,1.7,2/21/19,6:00,https://onebite.app/restaurant/canal-pizza-new-york-ny-95171b2e/review/5ae349d7-8d55-4f4d-aef8-f1ec1c10a881
Pizza Al Fresco,FL 33480,2.2,2/20/19,6:00,https://onebite.app/restaurant/pizza-al-fresco-palm-beach-fl-99cca9e3/review/e8d459e6-1439-4c60-b5c7-c67f06689a3f
Harry's Italian,NY 10038,7.7,2/19/19,6:00,https://onebite.app/restaurant/harrys-italian-new-york-ny-b1939686/review/f1c704f7-0fa6-4948-a520-0bc53e832ac5
Chuck E. Cheese,FL 32904,6.0,2/18/19,6:00,https://onebite.app/restaurant/chuck-e-cheese-west-melbourne-fl-b2b14a29/review/507a7c76-cae5-4fd6-b7ee-57958debc082
Napoli Pizza,FL 32118,6.6,2/17/19,12:0,https://onebite.app/restaurant/napoli-pizza-daytona-beach-fl-bab6708a/review/acb9a1f7-8d44-4022-837e-1717891463b6
Pizza Girls WPB,FL 33401,6.9,2/14/19,6:00,https://onebite.app/restaurant/pizza-girls-wpb-west-palm-beach-fl-14b2fe1e/review/2d107c56-9756-4e05-8927-eca34b978397
Eddie & Sam's NY Pizza,FL 33602,7.1,2/13/19,6:00,https://onebite.app/restaurant/eddie-and-sams-ny-pizza-tampa-fl-99cb3c92/review/30fa71e0-71ff-46ef-8ed8-d23eadf3ba87
La Vera Pizzeria,NY 10010,6.7,2/12/19,6:00,https://onebite.app/restaurant/la-vera-pizzeria-new-york-ny-df95769d/review/04d453b5-97ea-4303-8322-2709217d0ba6
Salvo's Pizzabar,NY 10075,7.8,2/11/19,6:00,https://onebite.app/restaurant/salvos-pizzabar-new-york-ny-7a41d13f/review/b5a15eaa-ffc0-4ffc-b551-a8d6a416197a
Johnny's Pizzeria,NY 10550,9.1,2/7/19,6:00,https://onebite.app/restaurant/johnnys-pizzeria-mount-vernon-ny-0b38f7f5/review/010a34a2-2e89-452f-aad7-817358aaf3f5
Slice Downtown,GA 30303,6.8,2/6/19,6:00,https://onebite.app/restaurant/slice-downtown-atlanta-ga-6326ca65/review/3aae91dc-dabf-49eb-ae05-35bb2976a19d
Buckhead Pizza,GA 30326,7.2,2/5/19,6:00,https://onebite.app/restaurant/buckhead-pizza-atlanta-ga-afd45704/review/f4e70b92-cbaa-4608-a68d-61eb1d762729
Cosmo's Original Little Italy Pizza,GA 30045,7.1,2/4/19,6:00,https://onebite.app/restaurant/cosmos-original-little-italy-pizza-lawrenceville-ga-97096db8/review/126ff3f9-6e7b-4a91-b820-23de2e45f11e
Piu Bello Buckhead,GA 30305,5.9,2/1/19,6:00,https://onebite.app/restaurant/piu-bello-buckhead-atlanta-ga-c31f377f/review/aeb10f12-86fb-4654-b2a1-d69f99ecf3d2
Marcello's Pizza & Subs,GA 30342,7.4,1/31/19,6:00,https://onebite.app/restaurant/marcellos-pizza-and-subs-atlanta-ga-3e450185/review/c2c65966-37be-4eb0-81ab-65c74c5601fe
Mellow Mushroom,GA 30009,6.1,1/30/19,6:00,https://onebite.app/restaurant/mellow-mushroom-alpharetta-ga-33f75a52/review/8770bd2f-469d-49a3-9bce-e013533f8f53
Fellini's Pizza,GA 30318,7.2,1/29/19,6:00,https://onebite.app/restaurant/fellinis-pizza-atlanta-ga-e141110c/review/7fe82395-adbb-45ce-89e9-262dbad6659a
Antico Pizza,GA 30318,8.3,1/28/19,6:00,https://onebite.app/restaurant/antico-pizza-atlanta-ga-70f25d67/review/5ac928e2-46b5-4deb-8cab-88320677a0bf
Enzo Bruni La Pizza Gourmet,NY 10014,7.6,1/24/19,6:00,https://onebite.app/restaurant/enzo-bruni-la-pizza-gourmet-new-york-ny-a604a0a0/review/5def0144-857b-49b6-bfa4-2cb51ba6e0f8
Dani's House of Pizza,NY 11415,7.4,1/23/19,6:00,https://onebite.app/restaurant/danis-house-of-pizza-kew-gardens-ny-29e94949/review/33d0a00c-3751-4e43-8c01-edd59e583dff
Woodpecker Pizza Bar & Grill by David Burke,NY 10001,7.4,1/22/19,6:00,https://onebite.app/restaurant/woodpecker-pizza-bar-and-grill-by-david-burke-new-york-ny-ad9610f4/review/8c64541d-1a99-4c2f-9ee8-cc8c20bee899
Costco,NJ 07014,1.9,1/21/19,6:00,https://onebite.app/restaurant/costco-clifton-nj-c1679782/review/8798a688-562c-4c3f-8532-72b19de94a0f
Santillo's Brick Oven Pizza,NJ 07202,8.3,1/18/19,6:00,https://onebite.app/restaurant/santillos-brick-oven-pizza-elizabeth-nj-2ad85fb3/review/5ce124d5-b1a9-4a64-84ea-2fc6cf4efc74
Friendly Gourmet Pizza,NY 10038,4.8,1/17/19,6:00,https://onebite.app/restaurant/friendly-gourmet-pizza-new-york-ny-615a6db0/review/f3fc6be9-aff1-4638-a532-9477e670150b
Upside Pizza,NY 10018,7.4,1/16/19,6:00,https://onebite.app/restaurant/upside-pizza-new-york-ny-b2f3b6dd/review/0a6d9f5e-b1d9-4fd7-9055-0a43e55ded30
Santucci's Original Square Pizza,PA 19147,7.5,1/15/19,6:00,https://onebite.app/restaurant/santuccis-original-square-pizza-philadelphia-pa-e8f36672/review/38df6bb1-f22c-4490-b96e-1edc1f60c9bf
Lorenzo & Sons Pizza,PA 19147,6.5,1/14/19,6:00,https://onebite.app/restaurant/lorenzo-and-sons-pizza-philadelphia-pa-42bcb1f1/review/c6fbe05f-9ee3-40c5-a28c-647f39941977
Il Piccolo Bufalo,NY 10013,7.4,1/10/19,6:00,https://onebite.app/restaurant/il-piccolo-bufalo-new-york-ny-17088570/review/7e91f7c7-5043-441c-bd12-40181300d05b
Made In New York Pizza,NY 10024,7.9,1/9/19,6:00,https://onebite.app/restaurant/made-in-new-york-pizza-new-york-ny-66a064cd/review/bd2a97ca-01c6-47ba-835f-739dc90abee2
Mama Rosa Pizza and Pasta,NJ 07070,6.6,1/8/19,6:00,https://onebite.app/restaurant/mama-rosa-pizza-and-pasta-rutherford-nj-2f771616/review/3db82282-91c2-4abf-9667-2590b179752f
Bill's Pizzeria Kitchen + Grille,MA 01748,6.4,1/7/19,6:00,https://onebite.app/restaurant/bills-pizzeria-kitchen-grille-hopkinton-ma-46a84701/review/d3ad5085-99aa-4b9b-b48a-fc8c1ec6673c
Luna Ristorante,NY 10013,5.8,1/4/19,6:00,https://onebite.app/restaurant/luna-ristorante-new-york-ny-b59f83f6/review/bb1e1c22-f2e6-4d7e-a70c-b7d4e99ae6ee
Da Gennaro,NY 10013,6.2,1/3/19,6:00,https://onebite.app/restaurant/da-gennaro-new-york-ny-e6d4fcd2/review/c89f6133-116f-40b8-84f2-91bc634e9628
Steve's Pizza,FL 33181,6.9,1/2/19,6:00,https://onebite.app/restaurant/steves-pizza-miami-fl-86bd5efb/review/c5ec616c-981f-46c9-aa41-0df6a0203856
Lucali,FL 33139,8.1,12/28/18,6:00,https://onebite.app/restaurant/lucali-miami-beach-fl-c82ac442/review/109ab6e6-70d4-44c8-9e26-9ea79829174e
Mister O1- South Beach,FL 33139,8.9,12/26/18,6:00,https://onebite.app/restaurant/mister-o1-south-beach-miami-beach-fl-57e78ef5/review/2b659ee1-a744-4cf0-852f-a866d038c6e1
Riko's Pizza,CT 06907,8.2,12/21/18,6:00,https://onebite.app/restaurant/rikos-pizza-stamford-ct-3adcb45e/review/fa5d901d-67cc-400c-ae14-f4f66ea425cd
Colony Grill,CT 06902,8.4,12/20/18,6:00,https://onebite.app/restaurant/colony-grill-stamford-ct-72572c11/review/88eab743-59ce-4125-934c-244e8cade8f7
California Pizza Kitchen at Park Ave. South,NY 10016,7.1,12/19/18,6:00,https://onebite.app/restaurant/california-pizza-kitchen-at-park-ave-south-new-york-ny-3482c282/review/60454ae6-1480-43e9-9e27-3fa8bed08dc7
Johnny Pepperoni,NJ 07030,7.6,12/18/18,6:00,https://onebite.app/restaurant/johnny-pepperoni-hoboken-nj-44ceee14/review/4426985a-4be7-40d7-8de1-8e54112387b6
Macchina,NY 10016,7.6,12/17/18,6:00,https://onebite.app/restaurant/macchina-new-york-ny-25ec4571/review/3a5024bc-3cad-4bce-9e5f-21dd5c3288d6
Brooklyn's Homeslice Pizzeria,NY 11238,7.4,12/14/18,6:00,https://onebite.app/restaurant/brooklyns-homeslice-pizzeria-brooklyn-ny-ea5a07df/review/23b4fabd-5922-4022-81e3-897499670431
Da Nonna Rosa,NY 11215,7.5,12/13/18,6:00,https://onebite.app/restaurant/da-nonna-rosa-brooklyn-ny-11b04516/review/a98243fa-c769-43ec-842d-7088f28c308d
Marta,NY 10016,7.1,12/12/18,6:00,https://onebite.app/restaurant/marta-new-york-ny-ca8e4020/review/76cf743b-60b0-4c6e-b06f-25845bd1816a
Mario's Classic Pizza,NJ 07030,7.2,12/11/18,6:00,https://onebite.app/restaurant/marios-classic-pizza-hoboken-nj-fb79d421/review/3f4c62a5-dff2-4da9-a2ef-71177afd18fa
La Rossa,NY 10012,4.8,12/10/18,6:00,https://onebite.app/restaurant/la-rossa-new-york-ny-44dfedf4/review/9c4381cc-5242-4db5-ae84-cb0605e50633
BAR,CT 06511,7.4,12/6/18,6:00,https://onebite.app/restaurant/bar-new-haven-ct-28fe49e1/review/9bec0aa5-954a-435f-8c53-86770e84f572
Sally's Apizza,CT 06511,9.2,12/5/18,6:00,https://onebite.app/restaurant/sallys-apizza-new-haven-ct-3b6dab16/review/fa98fe69-9473-4787-8e7b-cbf80a243b3a
Frank Pepe Pizzeria Napoletana,CT 06511,8.5,12/4/18,6:00,https://onebite.app/restaurant/frank-pepe-pizzeria-napoletana-new-haven-ct-f6be6139/review/2fd0f89f-5784-4325-868a-c03c6d7da487
Modern Apizza,CT 06511,8.8,12/3/18,6:00,https://onebite.app/restaurant/modern-apizza-new-haven-ct-762d496a/review/c9c149e6-e412-4206-86ae-011d457cf250
Tony Boloney's - Hoboken,NJ 07030,6.8,11/30/18,6:00,https://onebite.app/restaurant/tony-boloneys-hoboken-hoboken-nj-7f42d23f/review/18ba7dde-8e2d-4ac7-9f78-dc817dacd2b6
Serafina Broadway,NY 10019,7.3,11/29/18,6:00,https://onebite.app/restaurant/serafina-broadway-new-york-ny-d7b420c1/review/4bb5c318-352a-466b-9c5a-b696b976d6ab
Loring Place,NY 10011,6.2,11/28/18,6:00,https://onebite.app/restaurant/loring-place-new-york-ny-88b767d4/review/98458804-b26f-40e3-acbb-8ed53495071e
GoreMade Pizza,OH 43201,7.4,11/27/18,6:00,https://onebite.app/restaurant/goremade-pizza-columbus-oh-b7e2c120/review/af712f67-0145-417e-8cbb-91a56b4873a1
Margherita NYC,NY 10013,7.4,11/26/18,5:00,https://onebite.app/restaurant/margherita-nyc-new-york-ny-837ee7ad/review/ced9ac3a-ec00-4d9b-af4d-49f122a1c46a
Eataly Boston,MA 02199,6.7,11/23/18,6:00,https://onebite.app/restaurant/eataly-boston-boston-ma-11d58ec4/review/8455d8cf-6736-4b99-8337-01affaed3462
Palermo's 95th,IL 60453,6.8,11/21/18,6:00,https://onebite.app/restaurant/palermos-95th-oak-lawn-il-25d9ec63/review/bd16cd2e-bd36-4ddd-9762-07ba101d0a28
Armand's Pizzeria,IL 60707,7.1,11/20/18,6:00,https://onebite.app/restaurant/armands-pizzeria-elmwood-park-il-317e1daf/review/125419fe-7469-4435-beec-4ce221ebbfbc
Geo's Pizza,IL 60707,7.1,11/19/18,6:00,https://onebite.app/restaurant/geos-pizza-chicago-il-ada3371d/review/fe9d6588-a78b-495f-b578-0741b941a67c
Basile's Pizza,NJ 07030,8.1,11/15/18,6:00,https://onebite.app/restaurant/basiles-pizza-hoboken-nj-136cca2b/review/fde1092b-5ecd-400d-b786-f106c2c44d08
Bruno Pizza,NY 10003,6.8,11/14/18,6:00,https://onebite.app/restaurant/bruno-pizza-new-york-ny-65426209/review/9baa8cb5-48d1-43a6-8908-9bbd04601447
Dona Bella Pizza,NY 10007,7.2,11/13/18,6:00,https://onebite.app/restaurant/dona-bella-pizza-new-york-ny-b58a0e9f/review/af5c2e2e-68d1-425f-a1b0-2f2d41e76835
Stage Door Pizza,NY 10007,7.4,11/12/18,6:00,https://onebite.app/restaurant/stage-door-pizza-new-york-ny-55c3e8b6/review/4099b1cf-2a95-4ea5-921a-5dfbc4e4e9cd
Nicoletta Pizzeria,NY 10003,8.1,11/9/18,6:00,https://onebite.app/restaurant/nicoletta-pizzeria-new-york-ny-fb00275d/review/cdd824e6-44b6-488c-98c2-c30cd982af46
Z Deli Pizzeria,NY 10019,3.1,11/8/18,6:00,https://onebite.app/restaurant/z-deli-pizzeria-new-york-ny-091958bf/review/faa357eb-f9d8-40d1-b3e9-409271462f5e
Da Nico Ristorante,NY 10013,5.8,11/7/18,6:00,https://onebite.app/restaurant/da-nico-ristorante-new-york-ny-597afa5a/review/5ec0e448-b327-4712-89d2-62ebf8ce02bc
Pasquale Jones,NY 10012,7.3,11/6/18,6:00,https://onebite.app/restaurant/pasquale-jones-new-york-ny-2931f6bf/review/f9fe1e4d-c806-46c2-88ce-1a9ef0b5b445
Churchill Downs,KY 40208,0.2,11/2/18,6:00,https://onebite.app/restaurant/churchill-downs-louisville-ky-e4c2fb6d/review/81196c24-6e45-4a96-a351-b796cc978f71
10th Avenue Pizza & Cafe,NY 10001,6.9,11/1/18,6:00,https://onebite.app/restaurant/10th-avenue-pizza-and-cafe-new-york-ny-3f82223b/review/08e3678a-6853-47d8-b9f1-e2c739ed7ba5
Jekyll & Hyde,NY 10014,1.9,10/31/18,6:10,https://onebite.app/restaurant/jekyll-and-hyde-new-york-ny-5645a35a/review/f3381c4d-489b-42f6-a131-cc0a844236db
Joe's Pizza,NY 10003,8.3,10/30/18,6:00,https://onebite.app/restaurant/joes-pizza-new-york-ny-3a197178/review/39125064-703a-444a-bcc9-597d458cb1a8
Motorino,NY 10003,7.6,10/29/18,6:00,https://onebite.app/restaurant/motorino-new-york-ny-29283ee6/review/b04e1194-fa5b-41e2-a187-2f4f17827d9a
Biggie's Pizza,FL 32250,5.1,10/26/18,6:00,https://onebite.app/restaurant/biggies-pizza-jacksonville-beach-fl-e3bae08d/review/d6dd9488-ba2a-4eea-9155-20f9842c3691
Amtrak,NY 10001,0.1,10/25/18,6:00,https://onebite.app/restaurant/amtrak-new-york-ny-7d6e9d33/review/9e7fb4fb-ec06-4b09-8a8d-e55bf1231b37
Felcaro Pizzeria,MA 02114,5.2,10/24/18,6:00,https://onebite.app/restaurant/felcaro-pizzeria-boston-ma-7804eb53/review/0f5ccdbe-6b9f-4255-b9d6-b1a016c3c4e7
Florina Pizzeria & Paninoteca,MA 02114,8.2,10/23/18,6:00,https://onebite.app/restaurant/florina-pizzeria-and-paninoteca-boston-ma-0a338eac/review/12b8dc90-d8a6-4c0b-a027-4e1cb95d2103
Lombardi's pizza,NY 10001,8.1,10/22/18,6:00,https://onebite.app/restaurant/lombardis-pizza-new-york-ny-dfa7d401/review/90230268-3c4c-4c21-b10f-c80ac54483aa
Lucali,NY 11231,9.3,10/19/18,6:00,https://onebite.app/restaurant/lucali-brooklyn-ny-935522fd/review/f9e6c9ac-129d-4e6f-97ce-fdabdff85ddd
Famous Ben's Pizza,NY 10012,8.1,10/18/18,6:00,https://onebite.app/restaurant/famous-bens-pizza-new-york-ny-b5777ba9/review/6ce5ccd2-4154-4149-8967-79eb14a13d3e
Sal's Pizzeria,NY 11211,6.7,10/17/18,6:19,https://onebite.app/restaurant/sals-pizzeria-brooklyn-ny-030cd6b9/review/76c25ead-046d-43ec-9920-400a23a07357
Neapolitan Express,NY 10018,7.2,10/16/18,6:00,https://onebite.app/restaurant/neapolitan-express-new-york-ny-ef436da9/review/4a840f91-857a-4e45-aeeb-d0b46854837a
Pizza House,MI 48104,6.8,10/15/18,6:00,https://onebite.app/restaurant/pizza-house-ann-arbor-mi-7bba2157/review/eb8b0ded-223a-435c-839b-d641080c08f5
Backroom Pizza,MI 48104,1.2,10/12/18,6:00,https://onebite.app/restaurant/backroom-pizza-ann-arbor-mi-8e1936f2/review/e21780c0-70f2-4906-b414-6af6d23cd6ca
Vesta Wood Fired,NJ 07073,7.2,10/11/18,6:00,https://onebite.app/restaurant/vesta-wood-fired-east-rutherford-nj-61ca3d65/review/6983dcba-c973-46ab-aa36-667b2ff37781
Frankie Boy's Pizza,NY 10018,4.8,10/10/18,6:14,https://onebite.app/restaurant/frankie-boys-pizza-new-york-ny-b4333602/review/61e1437d-3cd9-44e1-a450-7975286ee9ec
Pazzo's Pizza Pub,KY 40508,6.5,10/9/18,6:00,https://onebite.app/restaurant/pazzos-pizza-pub-lexington-ky-87bf6b1d/review/3480644d-83e2-409c-a8a9-1be6a10a6135
Goodfellas Pizzeria,KY 40504,0.0,10/8/18,6:00,https://onebite.app/restaurant/goodfellas-pizzeria-lexington-ky-aeeed2d7/review/e60afb77-090a-4a56-b11f-d953ac29f8c6
PieTana,KY 40503,6.1,10/5/18,6:00,https://onebite.app/restaurant/pietana-lexington-ky-250836c7/review/ff54de84-aa5a-42c5-a0a2-df09f196452c
Pies & Pints - Lexington,KY 40507,7.8,10/4/18,6:00,https://onebite.app/restaurant/pies-and-pints-lexington-lexington-ky-fb2e87dc/review/429c81b6-40e7-464c-b98b-49622a8815c5
Bravo Pizza,NY 10010,4.2,10/3/18,6:00,https://onebite.app/restaurant/bravo-pizza-new-york-ny-2ceb7201/review/0749437b-b1b4-47bc-9a28-9c8dc1c07668
800 Degrees Woodfired Kitchen,NY 10016,5.8,10/2/18,6:00,https://onebite.app/restaurant/800-degrees-woodfired-kitchen-new-york-ny-57cb65bb/review/73803de0-b6d0-4fce-8854-9abd51732ad8
1000 Degrees Neapolitan Pizzeria,MA 02108,6.8,10/1/18,6:00,https://onebite.app/restaurant/1000-degrees-neapolitan-pizzeria-boston-ma-b173e1ee/review/9057f463-f7f5-480f-94c9-cc7b961677c1
Pie Pie Pizza,NY 10025,7.3,9/28/18,6:00,https://onebite.app/restaurant/pie-pie-pizza-new-york-ny-9fb7c883/review/13b03ac7-4f07-44fa-95d9-9a09d659bde1
Big Slice of New York Pizza,NY 10011,4.1,9/27/18,6:13,https://onebite.app/restaurant/big-slice-of-new-york-pizza-new-york-ny-43e52c53/review/a6095781-a7ac-406f-887b-3214e06504cd
Sauce Pizzeria,NY 10003,9.1,9/26/18,6:00,https://onebite.app/restaurant/sauce-pizzeria-new-york-ny-db8dde16/review/221f5fbe-763d-4d5f-b004-db3e9ddc80b9
A Slice of New York,NY 10036,4.1,9/25/18,6:00,https://onebite.app/restaurant/a-slice-of-new-york-new-york-ny-55349c5c/review/2dbfeb11-3446-438b-bdd8-bc50aec0bf76
Little Italy Pizza,NY 10038,6.3,9/24/18,6:08,https://onebite.app/restaurant/little-italy-pizza-new-york-ny-32c48e8a/review/3040b2fc-8192-4e3c-b040-8b866408514e
Mama's Pizzeria,NY 10025,6.9,9/21/18,6:00,https://onebite.app/restaurant/mamas-pizzeria-new-york-ny-0a3e63bf/review/5bfbd149-8fbe-4f33-98e6-d207c7966525
Buchetta Brick Oven Pizza,NY 10025,6.7,9/20/18,6:00,https://onebite.app/restaurant/buchetta-brick-oven-pizza-new-york-ny-edc1f33b/review/e1915763-fb9e-491e-9f3f-c23cb580be59
Broadway Pizza & Restaurant,NY 10025,6.2,9/19/18,6:00,https://onebite.app/restaurant/broadway-pizza-and-restaurant-new-york-ny-8bb75a3a/review/a9347d5a-f0a6-45e9-a820-ea4675c7555e
Cafe Viva,NY 10025,1.8,9/18/18,6:00,https://onebite.app/restaurant/cafe-viva-new-york-ny-c1b46d11/review/6cd454f9-5ed6-4d22-b2b9-4ffecc8fa6a4
